word	lemma	pos	wordfreq	lemfreq
taxa	tax	n	1174	217131
heart	heart	n	193026	216345
hearts	heart	n	23319	216345
son	son	n	188352	216216
sons	son	n	27864	216216
art	art	n	159436	215981
arts	art	n	56545	215981
possible	possible	j	213793	213803
possi-ble	possible	j	10	213803
serve	serve	v	76615	213511
served	serve	v	68005	213511
serving	serve	v	40283	213511
serves	serve	v	28608	213511
break	break	v	73020	213364
broke	break	v	54242	213364
breaking	break	v	36772	213364
broken	break	v	33046	213364
breaks	break	v	16284	213364
although	although	c	212390	212390
end	end	v	106661	212174
ended	end	v	65475	212174
ends	end	v	22702	212174
ending	end	v	17336	212174
market	market	n	163660	210848
markets	market	n	47188	210848
even	even	c	210702	210702
air	air	n	208389	210307
airs	air	n	1918	210307
force	force	n	124831	210010
forces	force	n	85179	210010
required	require	v	76509	209616
require	require	v	63661	209616
requires	require	v	53443	209616
requiring	require	v	16003	209616
feet	foot	n	149906	209334
foot	foot	n	59428	209334
up	up	i	209243	209243
listen	listen	v	137925	208819
listening	listen	v	44154	208819
listened	listen	v	21384	208819
listens	listen	v	5356	208819
agree	agree	v	125493	208506
agreed	agree	v	63201	208506
agrees	agree	v	13748	208506
agreeing	agree	v	6064	208506
according	according	i	208405	208405
anyone	anyone	p	207907	207907
baby	baby	n	176607	207577
babies	baby	n	30820	207577
babys	baby	n	150	207577
wrong	wrong	j	206843	206856
wrongest	wrong	j	13	206856
love	love	n	204394	206700
loves	love	n	2306	206700
cut	cut	v	160360	205886
cutting	cut	v	28305	205886
cuts	cut	v	17221	205886
decided	decide	v	117757	205447
decide	decide	v	62061	205447
decides	decide	v	13224	205447
deciding	decide	v	12405	205447
republican	Republican	n	107388	204793
republicans	Republican	n	97405	204793
full	full	j	199887	204252
fuller	full	j	2288	204252
fullest	full	j	2077	204252
behind	behind	i	203530	203530
passed	pass	v	94880	203033
pass	pass	v	71192	203033
passing	pass	v	21981	203033
passes	pass	v	14980	203033
interest	interest	n	145430	202642
interests	interest	n	57212	202642
sometimes	sometimes	r	201792	201833
some-times	sometimes	r	41	201833
security	security	n	188561	201542
securities	security	n	12981	201542
eat	eat	v	113415	201315
eating	eat	v	43624	201315
ate	eat	v	23604	201315
eaten	eat	v	13069	201315
eats	eat	v	7603	201315
reported	report	v	113387	201020
report	report	v	37145	201020
reports	report	v	29773	201020
reporting	report	v	20715	201020
control	control	n	184672	200879
controls	control	n	16207	200879
rate	rate	n	120197	200828
rates	rate	n	80631	200828
local	local	j	200650	200668
lo-cal	local	j	18	200668
suggest	suggest	v	68789	200560
suggested	suggest	v	53872	200560
suggests	suggest	v	53359	200560
suggesting	suggest	v	24540	200560
report	report	n	141987	200188
reports	report	n	58201	200188
nation	nation	n	132633	200021
nations	nation	n	67388	200021
sell	sell	v	77056	198982
sold	sell	v	66662	198982
selling	sell	v	42951	198982
sells	sell	v	12313	198982
action	action	n	137393	198530
actions	action	n	61137	198530
support	support	v	115637	198185
supported	support	v	40657	198185
supporting	support	v	22266	198185
supports	support	v	19625	198185
wife	wife	n	182326	197306
wives	wife	n	14792	197306
wifes	wife	n	188	197306
decision	decision	n	130326	196426
decisions	decision	n	66100	196426
received	receive	v	98142	196239
receive	receive	v	61214	196239
receiving	receive	v	25548	196239
receives	receive	v	10591	196239
recieved	receive	v	398	196239
recieve	receive	v	346	196239
value	value	n	120941	195639
values	value	n	74698	195639
based	base	v	187894	195474
base	base	v	5120	195474
basing	base	v	1653	195474
bases	base	v	807	195474
pick	pick	v	92579	195443
picked	pick	v	59901	195443
picking	pick	v	26221	195443
picks	pick	v	16742	195443
phone	phone	n	171931	194941
phones	phone	n	23008	194941
thanks	thanks	n	194839	194839
events	event	n	98596	194748
event	event	n	96152	194748
drive	drive	v	68079	194360
driving	drive	v	47870	194360
drove	drive	v	36452	194360
driven	drive	v	26394	194360
drives	drive	v	15562	194360
strong	strong	j	150122	193876
stronger	strong	j	32208	193876
strongest	strong	j	11546	193876
reached	reach	v	77070	193684
reach	reach	v	73599	193684
reaching	reach	v	26541	193684
reaches	reach	v	16474	193684
remain	remain	v	75459	193577
remains	remain	v	65026	193577
remained	remain	v	42938	193577
remaining	remain	v	10154	193577
explain	explain	v	86909	193276
explained	explain	v	49075	193276
explains	explain	v	38501	193276
explaining	explain	v	18791	193276
site	site	n	135321	193251
sites	site	n	57930	193251
hit	hit	v	150897	192969
hitting	hit	v	24640	192969
hits	hit	v	17432	192969
pulled	pull	v	75260	192457
pull	pull	v	67835	192457
pulling	pull	v	29419	192457
pulls	pull	v	19943	192457
church	church	n	168990	191872
churches	church	n	22806	191872
churchs	church	n	76	191872
model	model	n	131262	191448
models	model	n	60186	191448
perhaps	perhaps	r	191398	191398
relationship	relationship	n	136867	191344
relationships	relationship	n	54452	191344
relation-ship	relationship	n	18	191344
relation-ships	relationship	n	7	191344
six	six	m	190865	191200
sixes	six	m	335	191200
fine	fine	j	177947	190779
finest	fine	j	10046	190779
finer	fine	j	2786	190779
movie	movie	n	133102	190773
movies	movie	n	57671	190773
field	field	n	149178	190489
fields	field	n	41311	190489
raised	raise	v	77310	190353
raise	raise	v	63322	190353
raising	raise	v	31745	190353
raises	raise	v	17976	190353
less	less	r	190003	190003
players	player	n	108363	189280
player	player	n	80917	189280
couple	couple	n	168190	189272
couples	couple	n	21082	189272
million	million	m	163158	188521
millions	million	m	25363	188521
themselves	themselves	p	187873	188414
themself	themselves	p	385	188414
theirselves	themselves	p	82	188414
them-selves	themselves	p	46	188414
theirself	themselves	p	27	188414
record	record	n	120048	187057
records	record	n	67009	187057
especially	especially	r	186077	186130
expecially	especially	r	53	186130
difference	difference	n	115985	185310
differences	difference	n	69325	185310
light	light	n	137359	185287
lights	light	n	47928	185287
development	development	n	168322	185238
developments	development	n	16916	185238
federal	federal	j	185029	185144
federales	federal	j	115	185144
former	former	d	185057	185057
role	role	n	155848	184483
roles	role	n	28635	184483
pretty	pretty	r	183711	183711
myself	myself	p	183068	183232
meself	myself	p	163	183232
view	view	n	133118	182417
views	view	n	49299	182417
price	price	n	111785	181918
prices	price	n	70128	181918
pricei	price	n	5	181918
effort	effort	n	98004	181751
efforts	effort	n	83747	181751
nice	nice	j	175536	181568
nicer	nice	j	3711	181568
nicest	nice	j	2321	181568
quite	quite	r	181432	181432
along	along	i	181372	181372
voice	voice	n	151795	181328
voices	voice	n	29533	181328
finally	finally	r	181233	181233
department	department	n	162909	181181
departments	department	n	14758	181181
dept	department	n	3464	181181
depts	department	n	50	181181
either	either	r	181133	181133
toward	toward	i	180784	180784
leaders	leader	n	97179	180573
leader	leader	n	83394	180573
because	because	i	178859	178859
photo	photo	n	130058	177976
photos	photo	n	47918	177976
wearing	wear	v	64706	177786
wear	wear	v	55698	177786
wore	wear	v	31016	177786
worn	wear	v	14418	177786
wears	wear	v	11948	177786
space	space	n	160084	177126
spaces	space	n	17042	177126
project	project	n	122820	177076
projects	project	n	54256	177076
return	return	v	71676	176787
returned	return	v	65141	176787
returning	return	v	25191	176787
returns	return	v	14779	176787
position	position	n	137836	176578
positions	position	n	38742	176578
special	special	j	176515	176515
million	million	n	140954	175586
millions	million	n	34632	175586
film	film	n	137397	175442
films	film	n	38045	175442
need	need	n	110036	175440
needs	need	n	65404	175440
major	major	j	175432	175432
type	type	n	114239	173975
types	type	n	59736	173975
town	town	n	155230	173905
towns	town	n	18675	173905
article	article	n	134717	173819
articles	article	n	39102	173819
road	road	n	147818	173413
roads	road	n	25595	173413
form	form	n	123795	173161
forms	form	n	49366	173161
chance	chance	n	143944	172820
chances	chance	n	28876	172820
drug	drug	n	99465	172756
drugs	drug	n	73291	172756
economic	economic	j	172153	172153
situation	situation	n	136885	171026
situations	situation	n	34141	171026
choose	choose	v	78967	170716
chose	choose	v	37625	170716
chosen	choose	v	29773	170716
choosing	choose	v	16835	170716
chooses	choose	v	7265	170716
choses	choose	v	194	170716
chosing	choose	v	56	170716
practice	practice	n	121670	170654
practices	practice	n	48984	170654
cause	cause	v	63095	170629
caused	cause	v	62509	170629
causing	cause	v	25245	170629
causes	cause	v	19780	170629
happy	happy	j	158280	170573
happier	happy	j	8975	170573
happiest	happy	j	3318	170573
science	science	n	150338	170488
sciences	science	n	20150	170488
join	join	v	65306	170302
joined	join	v	50239	170302
joining	join	v	38672	170302
joins	join	v	16085	170302
teach	teach	v	57872	169673
taught	teach	v	56163	169673
teaching	teach	v	41711	169673
teaches	teach	v	13927	169673
earlier	early	r	84674	169653
early	early	r	84142	169653
earliest	early	r	837	169653
developed	develop	v	68778	168894
develop	develop	v	66762	168894
developing	develop	v	26513	168894
develops	develop	v	6761	168894
develope	develop	v	80	168894
share	share	v	92104	168892
shared	share	v	34589	168892
sharing	share	v	34213	168892
shares	share	v	7986	168892
yourself	yourself	p	159816	168841
yourselves	yourself	p	8900	168841
yerself	yourself	p	83	168841
your-self	yourself	p	41	168841
carry	carry	v	65441	168820
carried	carry	v	49952	168820
carrying	carry	v	35999	168820
carries	carry	v	17427	168820
clear	clear	j	161102	168587
clearer	clear	j	5974	168587
clearest	clear	j	1511	168587
brother	brother	n	118506	167417
brothers	brother	n	45520	167417
brethren	brother	n	3391	167417
matter	matter	n	128116	167351
matters	matter	n	39235	167351
dead	dead	j	167083	167302
deader	dead	j	185	167302
deadest	dead	j	34	167302
image	image	n	95380	167053
images	image	n	71673	167053
star	star	n	98905	167036
stars	star	n	68131	167036
cost	cost	n	94506	166775
costs	cost	n	72267	166775
simply	simply	r	166556	166556
post	post	n	135198	166265
posts	post	n	31067	166265
society	society	n	150074	165769
societies	society	n	15684	165769
societys	society	n	11	165769
picture	picture	n	103060	165703
pictures	picture	n	62642	165703
piece	piece	n	107405	165538
pieces	piece	n	58133	165538
paper	paper	n	126329	165070
papers	paper	n	38741	165070
energy	energy	n	160086	164622
energies	energy	n	4536	164622
personal	personal	j	164270	164270
building	building	n	124674	164119
buildings	building	n	39430	164119
build-ing	building	n	15	164119
military	military	j	163555	163555
open	open	j	163231	163231
doctor	doctor	n	106334	163129
doctors	doctor	n	56795	163129
activities	activity	n	82456	162943
activity	activity	n	80487	162943
exactly	exactly	r	162663	162663
americans	American	n	148452	162614
american	American	n	14162	162614
media	media	n	161989	162177
medias	media	n	188	162177
miss	miss	v	63607	162066
missed	miss	v	49898	162066
missing	miss	v	42918	162066
misses	miss	v	5643	162066
evidence	evidence	n	161335	162050
evidences	evidence	n	715	162050
products	product	n	83827	161999
product	product	n	78172	161999
realize	realize	v	75679	161762
realized	realize	v	61929	161762
realizing	realize	v	10975	161762
realizes	realize	v	7877	161762
realise	realize	v	3732	161762
realised	realize	v	699	161762
realising	realize	v	502	161762
realises	realize	v	369	161762
save	save	v	94434	161469
saved	save	v	40444	161469
saving	save	v	20871	161469
saves	save	v	5720	161469
arms	arm	n	89837	161185
arm	arm	n	71348	161185
technology	technology	n	132390	160819
technologies	technology	n	28429	160819
caught	catch	v	84008	160594
catch	catch	v	54199	160594
catching	catch	v	13311	160594
catches	catch	v	9053	160594
catched	catch	v	23	160594
comments	comment	n	101911	160451
comment	comment	n	58533	160451
commenting	comment	n	7	160451
look	look	n	144218	160145
looks	look	n	12535	160145
lookin	look	n	3392	160145
term	term	n	92883	160014
terms	term	n	67131	160014
color	color	n	121051	160011
colors	color	n	32456	160011
colour	color	n	4627	160011
colours	color	n	1877	160011
cover	cover	v	59897	159606
covered	cover	v	59815	159606
covering	cover	v	24338	159606
covers	cover	v	15556	159606
described	describe	v	73797	159521
describe	describe	v	43491	159521
describes	describe	v	25121	159521
describing	describe	v	17112	159521
guess	guess	v	143970	159454
guessing	guess	v	7468	159454
guessed	guess	v	7231	159454
guesses	guess	v	785	159454
choice	choice	n	117117	159277
choices	choice	n	42160	159277
source	source	n	94116	158588
sources	source	n	64472	158588
mom	mom	n	148816	158511
moms	mom	n	9695	158511
soon	soon	r	138512	158194
sooner	soon	r	19682	158194
director	director	n	139456	158028
directors	director	n	18572	158028
international	international	j	157709	157724
inter-national	international	j	15	157724
rules	rule	n	92547	157468
rule	rule	n	64921	157468
campaign	campaign	n	139965	157373
campaigns	campaign	n	17408	157373
ground	ground	n	134804	156706
grounds	ground	n	21902	156706
election	election	n	117197	156532
elections	election	n	39335	156532
face	face	v	68929	156455
facing	face	v	39771	156455
faced	face	v	32740	156455
faces	face	v	15015	156455
uh	uh	u	156333	156333
check	check	v	100568	155591
checked	check	v	27315	155591
checking	check	v	20189	155591
checks	check	v	7519	155591
page	page	n	103280	154863
pages	page	n	49187	154863
pg	page	n	2396	154863
fight	fight	v	70030	154643
fighting	fight	v	49897	154643
fought	fight	v	30224	154643
fights	fight	v	4492	154643
itself	itself	p	154505	154505
test	test	n	104062	154189
tests	test	n	50106	154189
testi	test	n	21	154189
patients	patient	n	106104	154125
patient	patient	n	48021	154125
produce	produce	v	60238	154082
produced	produce	v	57384	154082
producing	produce	v	21181	154082
produces	produce	v	15279	154082
certain	certain	j	154059	154059
whatever	whatever	d	153871	153872
half	half	d	153686	153688
video	video	n	130615	153563
videos	video	n	22948	153563
support	support	n	148342	152769
supports	support	n	4427	152769
throw	throw	v	55237	152388
threw	throw	v	34126	152388
throwing	throw	v	26736	152388
thrown	throw	v	25707	152388
throws	throw	v	10459	152388
throwed	throw	v	123	152388
third	third	m	152339	152339
care	care	v	110470	152255
cares	care	v	18582	152255
cared	care	v	14023	152255
caring	care	v	9180	152255
rest	rest	n	149544	151864
resting	rest	n	1317	151864
rests	rest	n	1003	151864
recent	recent	j	151675	151697
recenter	recent	j	22	151697
available	available	j	151375	151406
avail-able	available	j	31	151406
step	step	n	88021	151394
steps	step	n	63370	151394
ready	ready	j	151242	151349
readier	ready	j	75	151349
