word	word_ar	lemma	lemma_ar	pos	stem	gloss	root	root_ar	pattern	pattern_ar	freq_word	freq_lem	freq_root	freq_ptrn
Al$~amAliy~apa	الشَّمالِيَّةَ	$amAliy~_1	شَمالِيّـ1	adj	$amAliy~	north;northern	$.m.l	ش.م.ل	faEAliy~	فَعالِيّ	2994	145120	354322	824387
bitaTohiyrihA	بِتَطْهِيرِها	taTohiyr_1	تَطْهِيرـ1	noun	taTohiyr	purging;disinfecting	T.h.r	ط.ه.ر	tafoEiyl	تَفْعِيل	13	12189	159503	6264512
wataEoziyza	وَتَعْزِيزَ	taEoziyz_1	تَعْزِيزـ1	noun	taEoziyz	support;backing	E.z.z	ع.ز.ز	tafoEiyl	تَفْعِيل	3839	159647	411024	6264512
$ad~ada	شَدَّدَ	$ad~ad_1	شَدَّدـ1	verb	$ad~ad	strengthen;intensify;emphasize	$.d.d	ش.د.د	faE~al	فَعَّل	24572	123609	374397	4031261
AlHizobi	الحِزْبِ	Hizob_1	حِزْبـ1	noun	Hizob	party;band	H.z.b	ح.ز.ب	fiEol	فِعْل	170433	583485	744841	2840982
AlAi$otirAkiy~i	الاِشْتِراكِيِّ	{i$otirAkiy~_1	ٱِشْتِراكِيّـ1	adj	{i$otirAkiy~	socialist	$.r.k	ش.ر.ك	{ifotiEAliy~	ٱِفْتِعالِيّ	36151	73559	1084812	1234737
hujuwmAF	هُجُوماً	hujuwm_1	هُجُومـ1	noun	hujuwm	attack;charge;assault	h.j.m	ه.ج.م	fuEuwl	فُعُول	18336	209109	375149	2228842
muDAd~AF	مُضادّاً	muDAd~_2	مُضادّـ2	adj	muDAd~	anti-;counter-;contra-	D.d.d	ض.د.د	mufAE~	مُفاعّ	1369	33693	501364	33693
Alhujuwmi	الهُجُومِ	hujuwm_1	هُجُومـ1	noun	hujuwm	attack;charge;assault	h.j.m	ه.ج.م	fuEuwl	فُعُول	52479	209109	375149	2228842
Al$~amAliy~i	الشَّمالِيِّ	$amAliy~_1	شَمالِيّـ1	adj	$amAliy~	north;northern	$.m.l	ش.م.ل	faEAliy~	فَعالِيّ	28305	145120	354322	824387
murAsili	مُراسِلِ	murAsil_1	مُراسِلـ1	noun	murAsil	correspondent	r.s.l	ر.س.ل	mufAEil	مُفاعِل	4457	62663	463184	1484898
Eadona	عَدْنَ	Eadon_1	عَدْنـ1	noun_prop	Eadon	Aden_(Yem.)	E.d.n	ع.د.ن	faEol	فَعْل	7704	21097	78671	14268861
Hid~apu	حِدَّةُ	Hid~ap_1	حِدَّةـ1	noun	Hid~	intensity;violence	H.d.d	ح.د.د	fiE~ap	فِعَّة	2754	28507	616515	1100025
EASimapa	عاصِمَةَ	EASimap_1	عاصِمَةـ1	noun	EASim	capital_city	E.S.m	ع.ص.م	fAEilap	فاعِلَة	7627	249913	318895	1364469
muHAfaZapK	مُحافَظَةٍ	muHAfaZap_1	مُحافَظَةـ1	noun	muHAfaZ	protection	H.f.Z	ح.ف.ظ	mufAEalap	مُفاعَلَة	2642	91822	493231	2858540
Aljabohapi	الجَبْهَةِ	jabohap_1	جَبْهَةـ1	noun	jaboh	front;front_line	j.b.h	ج.ب.ه	faEolap	فَعْلَة	46345	130330	137035	2411292
Algarobiy~api	الغَرْبِيَّةِ	garobiy~_1	غَرْبِيّـ1	adj	garobiy~	west;western;westerner	g.r.b	غ.ر.ب	faEoliy~	فَعْلِيّ	208182	351023	907188	2038446
tuqad~imuhA	تُقَدِّمُها	qad~am_1	قَدَّمـ1	verb	qad~im	offer;present;introduce	q.d.m	ق.د.م	faE~al	فَعَّل	10591	384498	1344030	4031261
xarazK	خَرَزٍ	xaraz_1	خَرَزـ1	noun	xaraz	beads	x.r.z	خ.ر.ز	faEal	فَعَل	71	629	13965	6231039
garoba	غَرْبَ	garob_1	غَرْبـ1	noun	garob	west;West	g.r.b	غ.ر.ب	faEol	فَعْل	16238	195879	907188	14268861
Sar~aHa	صَرَّحَ	Sar~aH_1	صَرَّحـ1	verb	Sar~aH	declare;announce	S.r.H	ص.ر.ح	faE~al	فَعَّل	78305	169697	327348	4031261
AlbaHoriy~api	البَحْرِيَّةِ	baHoriy~ap_1	بَحْرِيَّةـ1	noun	baHoriy~	navy;marine	b.H.r	ب.ح.ر	faEoliy~ap	فَعْلِيَّة	19318	26597	295194	369752
AlEaqiydi	العَقِيدِ	Eaqiyd_1	عَقِيدـ1	noun	Eaqiyd	colonel	E.q.d	ع.ق.د	faEiyl	فَعِيل	12868	33636	702208	6533870
qAsim	قاسِم	qAsim_2	قاسِمـ2	noun_prop	qAsim	Qasim;Kassem	q.s.m	ق.س.م	fAEil	فاعِل	22322	29272	168879	6244614
TAlaba	طالَبَ	TAlab_1	طالَبـ1	verb	TAlab	demand;require	T.l.b	ط.ل.ب	fAEal	فاعَل	31981	237391	637379	2170013
Sad~i	صَدِّ	Sad~_1	صَدّـ1	noun	Sad~	resistance;deterrence;rejection	S.d.d	ص.د.د	faE~	فَعّ	3219	7890	102200	1659289
AlqiTAEi	القِطاعِ	qiTAE_1	قِطاعـ1	noun	qiTAE	sector;section	q.T.E	ق.ط.ع	fiEAl	فِعال	116082	372518	678138	4333985
AlqAhirapa	القاهِرَةَ	qAhirap_1	قاهِرَةـ1	noun_prop	qAhir	Cairo	q.h.r	ق.ه.ر	fAEilap	فاعِلَة	33657	243596	260372	1364469
maSodarN	مَصْدَرٌ	maSodar_1	مَصْدَرـ1	noun	maSodar	source	S.d.r	ص.د.ر	mafoEal	مَفْعَل	133893	294831	928417	1993955
AlmiSoriy~api	المِصْرِيَّةِ	miSoriy~_1	مِصْرِيّـ1	adj	miSoriy~	Egyptian	m.S.r	م.ص.ر	fiEoliy~	فِعْلِيّ	102895	431187	818327	1165647
AlmiSoriy~a	المِصْرِيَّ	miSoriy~_1	مِصْرِيّـ1	adj	miSoriy~	Egyptian	m.S.r	م.ص.ر	fiEoliy~	فِعْلِيّ	14181	431187	818327	1165647
Eamorw	عَمْرو	Eamorw_1	عَمْروـ1	noun_prop	Eamorw	Amr	E.m.r	ع.م.ر	faEolw	فَعْلو	29914	31576	410639	31576
naZiyrihi	نَظِيرِهِ	naZiyr_1	نَظِيرـ1	noun	naZiyr	counterpart;opposite_number;colleague;peer	n.Z.r	ن.ظ.ر	faEiyl	فَعِيل	36220	73696	409659	6533870
Eamaliy~api	عَمَلِيَّةِ	Eamaliy~ap_1	عَمَلِيَّةـ1	noun	Eamaliy~	operation;mission;process	E.m.l	ع.م.ل	faEaliy~ap	فَعَلِيَّة	243588	646400	1960938	872895
Als~alAmi	السَّلامِ	salAm_1	سَلامـ1	noun	salAm	peace	s.l.m	س.ل.م	faEAl	فَعال	424111	664937	2085587	3203401
AlmaSodaru	المَصْدَرُ	maSodar_1	مَصْدَرـ1	noun	maSodar	source	S.d.r	ص.د.ر	mafoEal	مَفْعَل	84491	294831	928417	1993955
xuSuwSAF	خُصُوصاً	xuSuwS_1	خُصُوصـ1	noun	xuSuwS	matter;issue;regard;respect	x.S.S	خ.ص.ص	fuEuwl	فُعُول	222239	400728	1220798	2228842
li<inojAHi	لِإِنْجاحِ	<inojAH_1	إِنْجاحـ1	noun	<inojAH	success	n.j.H	ن.ج.ح	<ifoEAl	إِفْعال	4822	16439	140321	2938055
xAS~K	خاصٍّ	xAS~_1	خاصّـ1	adj	xAS~	special;specific	x.S.S	خ.ص.ص	fAE~	فاعّ	54516	533770	1220798	1827993
Alqudosi	القُدْسِ	qudos_1	قُدْسـ1	noun_prop	qudos	Jerusalem	q.d.s	ق.د.س	fuEol	فُعْل	159154	262302	399713	1484434
lilmu$Arakapi	لِلمُشارَكَةِ	mu$Arakap_1	مُشارَكَةـ1	noun	mu$Arak	participation;association	$.r.k	ش.ر.ك	mufAEalap	مُفاعَلَة	45661	298830	1084812	2858540
Eiz~at	عِزَّت	Eiz~at_1	عِزَّتـ1	noun_prop	Eiz~at	Izzat;Ezzat	E.z.z	ع.ز.ز	fiE~at	فِعَّت	6558	7483	411024	7483
Almajolisu	المَجْلِسُ	majolis_1	مَجْلِسـ1	noun	majolis	council;board	j.l.s	ج.ل.س	mafoEil	مَفْعِل	76434	1211954	1379543	1853128
AlmuxaS~aSapu	المُخَصَّصَةُ	muxaS~aS_1	مُخَصَّصـ1	adj	muxaS~aS	designated;allocated	x.S.S	خ.ص.ص	mufaE~al	مُفَعَّل	1952	43297	1220798	2226315
litaEoziyzi	لِتَعْزِيزِ	taEoziyz_1	تَعْزِيزـ1	noun	taEoziyz	support;backing	E.z.z	ع.ز.ز	tafoEiyl	تَفْعِيل	27616	159647	411024	6264512
lilmuHotarifiyna	لِلمُحْتَرِفِينَ	muHotarif_1	مُحْتَرِفـ1	noun	muHotarif	professional;expert	H.r.f	ح.ر.ف	mufotaEil	مُفْتَعِل	14501	28795	96299	575035
sal~apF	سَلَّةً	sal~ap_1	سَلَّةـ1	noun	sal~	basket	s.l.l	س.ل.ل	faE~ap	فَعَّة	764	53690	97320	906556
tagal~aba	تَغَلَّبَ	tagal~ab_1	تَغَلَّبـ1	verb	tagal~ab	overcome;surmount	g.l.b	غ.ل.ب	tafaE~al	تَفَعَّل	14368	32210	102413	1974161
Als~al~api	السَّلَّةِ	sal~ap_1	سَلَّةـ1	noun	sal~	basket	s.l.l	س.ل.ل	faE~ap	فَعَّة	32647	53690	97320	906556
wayataqad~amu	وَيَتَقَدَّمُ	taqad~am_1	تَقَدَّمـ1	verb	taqad~am	present;advance	q.d.m	ق.د.م	tafaE~al	تَفَعَّل	1760	142399	1344030	1974161
muqAbila	مُقابِلَ	muqAbil_1	مُقابِلـ1	noun	muqAbil	in_exchange_for;in_compensation_for	q.b.l	ق.ب.ل	mufAEil	مُفاعِل	123968	278494	1367731	1484898
tasojiyli	تَسْجِيلِ	tasojiyl_1	تَسْجِيلـ1	noun	tasojiyl	registration;recording;documentation	s.j.l	س.ج.ل	tafoEiyl	تَفْعِيل	20707	84884	475128	6264512
najomu	نَجْمُ	najom_1	نَجْمـ1	noun	najom	star;constellation	n.j.m	ن.ج.م	faEol	فَعْل	10057	61901	118189	14268861
tamak~ana	تَمَكَّنَ	tamak~an_1	تَمَكَّنـ1	verb	tamak~an	be_capable_of;be_able_to	m.k.n	م.ك.ن	tafaE~al~	تَفَعَّلّ	27339	160679	1042323	317661
nuqoTapF	نُقْطَةً	nuqoTap_1	نُقْطَةـ1	noun	nuqoT	point;location;position	n.q.T	ن.ق.ط	fuEolap	فُعْلَة	206665	493839	494595	2077406
tasodiydapF	تَسْدِيدَةً	tasodiydap_1	تَسْدِيدَةـ1	noun	tasodiyd	shot	s.d.d	س.د.د	tafoEiylap	تَفْعِيلَة	863	12739	72209	90345
faDolAF	فَضْلاً	faDol_1	فَضْلـ1	noun	faDol	distinction;quality	f.D.l	ف.ض.ل	faEol	فَعْل	59621	123301	225300	14268861
mutAbaEapF	مُتابَعَةً	mutAbaEap_1	مُتابَعَةـ1	noun	mutAbaE	pursuit;continuation	t.b.E	ت.ب.ع	mufAEalap	مُفاعَلَة	2496	92618	186639	2858540
difAEiy~apK	دِفاعِيَّةٍ	difAEiy~_1	دِفاعِيّـ1	adj	difAEiy~	defensive;protective	d.f.E	د.ف.ع	fiEAliy~	فِعالِيّ	3698	27271	711415	1328347
lilmar~api	لِلمَرَّةِ	mar~ap_1	مَرَّةـ1	noun	mar~	occasion;time;moment	m.r.r	م.ر.ر	faE~ap	فَعَّة	97148	343647	696367	906556
binatiyjapi	بِنَتِيجَةِ	natiyjap_1	نَتِيجَةـ1	noun	natiyj	result;consequence	n.t.j	ن.ت.ج	faEiylap	فَعِيلَة	8462	212838	619360	2557723
waEadadu	وَعَدَدُ	Eadad_1	عَدَدـ1	noun	Eadad	number;quantity;issue	E.d.d	ع.د.د	faEal	فَعَل	3970	700197	1493498	6231039
Aln~iqATi	النِّقاطِ	nuqoTap_1	نُقْطَةـ1	noun	niqAT	points;locations;positions	n.q.T	ن.ق.ط	fuEaluh	فُعَلُه	22862	493839	494595	436829
saj~alahu	سَجَّلَهُ	saj~al_1	سَجَّلـ1	verb	saj~al	register;record;inscribe	s.j.l	س.ج.ل	faE~al	فَعَّل	17433	315277	475128	4031261
EadadN	عَدَدٌ	Eadad_1	عَدَدـ1	noun	Eadad	number;quantity;issue	E.d.d	ع.د.د	faEal	فَعَل	68575	700197	1493498	6231039
tasojiyluhu	تَسْجِيلُهُ	tasojiyl_1	تَسْجِيلـ1	noun	tasojiyl	registration;recording;documentation	s.j.l	س.ج.ل	tafoEiyl	تَفْعِيل	720	84884	475128	6264512
AlbuTuwlapi	البُطُولَةِ	buTuwlap_1	بُطُولَةـ1	noun	buTuwl	championship;starring_role;heroism	b.T.l	ب.ط.ل	fuEuwlap	فُعُولَة	47145	288554	424214	1666712
<igolAqa	إِغْلاقَ	<igolAq_1	إِغْلاقـ1	noun	<igolAq	locking;closing;barring	g.l.q	غ.ل.ق	<ifoEAl	إِفْعال	6991	49042	115974	2938055
SaHiyfapi	صَحِيفَةِ	SaHiyfap_1	صَحِيفَةـ1	noun	SaHiyf	newspaper	S.H.f	ص.ح.ف	faEiylap	فَعِيلَة	31824	311664	766835	2557723
>usobuwEiy~api	أُسْبُوعِيَّةِ	>usobuwEiy~_1	أُسْبُوعِيّـ1	adj	>usobuwEiy~	weekly	s.b.E	س.ب.ع	>ufoEuwliy~	أُفْعُولِيّ	2436	38634	357568	45174
bituhomapi	بِتُهْمَةِ	tuhomap_1	تُهْمَةـ1	noun	tuhom	accusation;charge	t.h.m	ت.ه.م	fuEolap	فُعْلَة	43181	100311	245933	2077406
liln~azoEapi	لِلنَّزْعَةِ	nazoEap_1	نَزْعَةـ1	noun	nazoE	inclination;tendency;trend	n.z.E	ن.ز.ع	faEolap	فَعْلَة	326	14007	240349	2411292
AlAinofiSAliy~api	الاِنْفِصالِيَّةِ	{inofiSAliy~_1	ٱِنْفِصالِيّـ1	adj	{inofiSAliy~	separatist;schismatic	f.S.l	ف.ص.ل	{inofiEAliy~	ٱِنْفِعالِيّ	8671	37090	367184	52499
SaHAfapu	صَحافَةُ	SaHAfap_1	صَحافَةـ1	noun	SaHAf	journalism;press	S.H.f	ص.ح.ف	faEAlap	فَعالَة	2171	95480	766835	1521812
AlHur~iy~apu	الحُرِّيَّةُ	Hur~iy~ap_1	حُرِّيَّةـ1	noun	Hur~iy~	freedom	H.r.r	ح.ر.ر	fuE~iy~ap	فُعِّيَّة	13337	230929	882125	282740
Al>usobuwEiy~apu	الأُسْبُوعِيَّةُ	>usobuwEiy~_1	أُسْبُوعِيّـ1	adj	>usobuwEiy~	weekly	s.b.E	س.ب.ع	>ufoEuwliy~	أُفْعُولِيّ	4650	38634	357568	45174
<igolAqu	إِغْلاقُ	<igolAq_1	إِغْلاقـ1	noun	<igolAq	locking;closing;barring	g.l.q	غ.ل.ق	<ifoEAl	إِفْعال	2975	49042	115974	2938055
AlS~aHiyfapi	الصَّحِيفَةِ	SaHiyfap_1	صَحِيفَةـ1	noun	SaHiyf	newspaper	S.H.f	ص.ح.ف	faEiylap	فَعِيلَة	13066	311664	766835	2557723
maHokamapa	مَحْكَمَةَ	maHokamap_1	مَحْكَمَةـ1	noun	maHokam	court;tribunal	H.k.m	ح.ك.م	mafoEalap	مَفْعَلَة	5074	228336	1923216	938202
>aSodaratohu	أَصْدَرَتْهُ	>aSodar_1	أَصْدَرـ1	verb	>aSodar	issue;publish	S.d.r	ص.د.ر	>afoEal	أَفْعَل	11836	179897	928417	2460356
maHokamapu	مَحْكَمَةُ	maHokamap_1	مَحْكَمَةـ1	noun	maHokam	court;tribunal	H.k.m	ح.ك.م	mafoEalap	مَفْعَلَة	23834	228336	1923216	938202
bisajoni	بِسَجْنِ	sajon_1	سَجْنـ1	noun	sajon	detention;imprisonment	s.j.n	س.ج.ن	faEol	فَعْل	935	34292	144730	14268861
mAliki	مالِكِ	mAlik_1	مالِكـ1	noun	mAlik	proprietor;holder	m.l.k	م.ل.ك	fAEil	فاعِل	3360	24385	461824	6244614
<ikorAm	إِكْرام	<ikorAm_1	إِكْرامـ1	noun	<ikorAm	honor;respect;hospitality	k.r.m	ك.ر.م	<ifoEAl	إِفْعال	37	1882	229936	2938055
taHoriyrihA	تَحْرِيرِها	taHoriyr_1	تَحْرِيرـ1	noun	taHoriyr	liberation;liberating	H.r.r	ح.ر.ر	tafoEiyl	تَفْعِيل	4245	211019	882125	6264512
sAbiqAF	سابِقاً	sAbiq_1	سابِقـ1	adj	sAbiq	former;previous;preceding	s.b.q	س.ب.ق	fAEil	فاعِل	58627	624514	899892	6244614
wabidafoEK	وَبِدَفْعٍ	dafoE_1	دَفْعـ1	noun	dafoE	pushing;propelling	d.f.E	د.ف.ع	faEol	فَعْل	230	129004	711415	14268861
garAmapK	غَرامَةٍ	garAmap_1	غَرامَةـ1	noun	garAm	fine;penalty	g.r.m	غ.ر.م	faEAlap	فَعالَة	4823	14090	24460	1521812
turokiy~apK	تُرْكِيَّةٍ	turokiy~_1	تُرْكِيّـ1	adj	turokiy~	Turkish	t.r.k	ت.ر.ك	fuEoliy~	فُعْلِيّ	5946	191637	216926	402822
watanotaZiru	وَتَنْتَظِرُ	{inotaZar_1	ٱِنْتَظَرـ1	verb	notaZir	expect;wait_for	n.Z.r	ن.ظ.ر	{ifotaEal	ٱِفْتَعَل	2295	110449	409659	2156523
tuSodiru	تُصْدِرُ	>aSodar_1	أَصْدَرـ1	verb	Sodir	issue;publish	S.d.r	ص.د.ر	>afoEal	أَفْعَل	11889	179897	928417	2460356
Alt~urokiy~api	التُّرْكِيَّةِ	turokiy~_1	تُرْكِيّـ1	adj	turokiy~	Turkish	t.r.k	ت.ر.ك	fuEoliy~	فُعْلِيّ	48175	191637	216926	402822
biAl<igolAqi	بِالإِغْلاقِ	<igolAq_1	إِغْلاقـ1	noun	<igolAq	locking;closing;barring	g.l.q	غ.ل.ق	<ifoEAl	إِفْعال	202	49042	115974	2938055
Al<ijomAli	الإِجْمالِ	<ijomAl_1	إِجْمالـ1	noun	<ijomAl	summation;in_general	j.m.l	ج.م.ل	<ifoEAl	إِفْعال	2199	10981	239704	2938055
qibali	قِبَلِ	qibal_1	قِبَلـ1	noun	qibal	(on_the)_part_of	q.b.l	ق.ب.ل	fiEal	فِعَل	108264	119730	1367731	130143
maHokamapK	مَحْكَمَةٍ	maHokamap_1	مَحْكَمَةـ1	noun	maHokam	court;tribunal	H.k.m	ح.ك.م	mafoEalap	مَفْعَلَة	15268	228336	1923216	938202
waAlz~irAEapi	وَالزِّراعَةِ	zirAEap_1	زِراعَةـ1	noun	zirAE	agriculture;cultivation	z.r.E	ز.ر.ع	fiEAlap	فِعالَة	12874	72115	217041	1420370
maqar~i	مَقَرِّ	maqar~_1	مَقَرّـ1	noun	maqar~	center;headquarters;residence	q.r.r	ق.ر.ر	mafaE~	مَفَعّ	85674	172114	1744500	264036
AlmunaZ~amapi	المُنَظَّمَةِ	munaZ~amap_1	مُنَظَّمَةـ1	noun	munaZ~am	organization	n.Z.m	ن.ظ.م	mufaE~alap	مُفَعَّلَة	62685	360872	1190127	387643
bihadafi	بِهَدَفِ	hadaf_1	هَدَفـ1	noun	hadaf	goal;objective;intention	h.d.f	ه.د.ف	faEal	فَعَل	90964	399977	562377	6231039
xaloqi	خَلْقِ	xaloq_1	خَلْقـ1	noun	xaloq	creation	x.l.q	خ.ل.ق	faEol	فَعْل	12864	33917	97085	14268861
nAfi*apK	نافِذَةٍ	nAfi*ap_1	نافِذَةـ1	noun	nAfi*	window	n.f.*	ن.ف.ذ	fAEilap	فاعِلَة	3557	9322	578215	1364469
EAlamiy~apK	عالَمِيَّةٍ	EAlamiy~_1	عالَمِيّـ1	adj	EAlamiy~	international;world-wide;world	E.l.m	ع.ل.م	fAEaliy~	فاعَلِيّ	17531	379749	1995851	379749
tanosiyqu	تَنْسِيقُ	tanosiyq_1	تَنْسِيقـ1	noun	tanosiyq	coordination;steering;systematic_arrangement	n.s.q	ن.س.ق	tafoEiyl	تَفْعِيل	1272	91335	135060	6264512
AlmubAdarAtu	المُبادَراتُ	mubAdarap_1	مُبادَرَةـ1	noun	mubAdar	initiative;proposal	b.d.r	ب.د.ر	mufAEalap	مُفاعَلَة	959	134144	173578	2858540
AlEAm~u	العامُّ	EAm~_1	عامّـ1	adj	EAm~	general;common;public	E.m.m	ع.م.م	fAE~	فاعّ	186548	1011455	1144155	1827993
lilmunaZ~amapi	لِلمُنَظَّمَةِ	munaZ~amap_1	مُنَظَّمَةـ1	noun	munaZ~am	organization	n.Z.m	ن.ظ.م	mufaE~alap	مُفَعَّلَة	18487	360872	1190127	387643
sayu$ak~ilu	سَيُشَكِّلُ	$ak~al_1	شَكَّلـ1	verb	$ak~il	constitute;form;compose	$.k.l	ش.ك.ل	faE~al	فَعَّل	5745	285486	1012074	4031261
furoSapF	فُرْصَةً	furoSap_1	فُرْصَةـ1	noun	furoS	opportunity;chance	f.r.S	ف.ر.ص	fuEolap	فُعْلَة	24772	209493	209496	2077406
fariydapF	فَرِيدَةً	fariyd_3	فَرِيدـ3	adj	fariyd	unique;incomparable;exceptional	f.r.d	ف.ر.د	faEiyl	فَعِيل	1476	23910	215870	6533870
Alfan~iy~api	الفَنِّيَّةِ	fan~iy~_1	فَنِّيّـ1	adj	fan~iy~	technical;artistic	f.n.n	ف.ن.ن	faE~iy~	فَعِّيّ	44767	144973	297390	258013
lilAisotiEorADi	لِلاِسْتِعْراضِ	{isotiEorAD_1	ٱِسْتِعْراضـ1	noun	{isotiEorAD	review;parade;inspection	E.r.D	ع.ر.ض	{isotifoEAl	ٱِسْتِفْعال	108	13463	910117	1400983
lajonapu	لَجْنَةُ	lajonap_1	لَجْنَةـ1	noun	lajon	council;committee;commission	l.j.n	ل.ج.ن	faEolap	فَعْلَة	49069	622099	622430	2411292
qAbilapK	قابِلَةٍ	qAbil_1	قابِلـ1	adj	qAbil	capable;able	q.b.l	ق.ب.ل	fAEil	فاعِل	13630	40048	1367731	6244614
lilAisotimorAri	لِلاِسْتِمْرارِ	{isotimorAr_1	ٱِسْتِمْرارـ1	noun	{isotimorAr	continuation;continuity	m.r.r	م.ر.ر	{isotifoEAl	ٱِسْتِفْعال	4222	183980	696367	1400983
wasayudaE~imu	وَسَيُدَعِّمُ	daE~am_1	دَعَّمـ1	verb	daE~im	support;prop_up;consolidate	d.E.m	د.ع.م	faE~al	فَعَّل	184	47094	418104	4031261
bi$akolK	بِشَكْلٍ	$akol_1	شَكْلـ1	noun	$akol	manner;form;configuration	$.k.l	ش.ك.ل	faEol	فَعْل	174197	347387	1012074	14268861
AilotizAma	اِلْتِزامَ	{ilotizAm_1	ٱِلْتِزامـ1	noun	{ilotizAm	commitment;obligation	l.z.m	ل.ز.م	{ifotiEAl	ٱِفْتِعال	6040	108249	268180	3500448
All~ajonapi	اللَّجْنَةِ	lajonap_1	لَجْنَةـ1	noun	lajon	council;committee;commission	l.j.n	ل.ج.ن	faEolap	فَعْلَة	171759	622099	622430	2411292
Alma*okuwrapi	المَذْكُورَةِ	ma*okuwr_1	مَذْكُورـ1	adj	ma*okuwr	mentioned;worthy_of_mention	*.k.r	ذ.ك.ر	mafoEuwl	مَفْعُول	20785	51551	375305	2279318
biSadadi	بِصَدَدِ	Sadad_1	صَدَدـ1	noun	Sadad	respect;regard;purpose	S.d.d	ص.د.د	faEal	فَعَل	7141	46606	102200	6231039
Dimoniy~AF	ضِمْنِيّاً	Dimoniy~_1	ضِمْنِيّـ1	adj	Dimoniy~	implicit;tacit	D.m.n	ض.م.ن	fiEoliy~	فِعْلِيّ	2147	8407	403163	1165647
mafohuwmi	مَفْهُومِ	mafohuwm_2	مَفْهُومـ2	noun	mafohuwm	concept;notion;sense;meaning;definition	f.h.m	ف.ه.م	mafoEuwl	مَفْعُول	13376	53041	188131	2279318
AlqAbilapi	القابِلَةِ	qAbil_1	قابِلـ1	adj	qAbil	capable;able	q.b.l	ق.ب.ل	fAEil	فاعِل	4404	40048	1367731	6244614
AlmaEoruwfu	المَعْرُوفُ	maEoruwf_1	مَعْرُوفـ1	adj	maEoruwf	known;well-known	E.r.f	ع.ر.ف	mafoEuwl	مَفْعُول	9195	111975	609424	2279318
taHotal~u	تَحْتَلُّ	{iHotal~_1	ٱِحْتَلّـ1	verb	Hotal~	occupy	H.l.l	ح.ل.ل	{ifotaE~	ٱِفْتَعّ	14183	104074	1043099	242201
muxotalifi	مُخْتَلِفِ	muxotalif_1	مُخْتَلِفـ1	adj	muxotalif	different;various	x.l.f	خ.ل.ف	mufotaEil	مُفْتَعِل	25843	204428	552081	575035
AlAiqotiSAdiy~api	الاِقْتِصادِيَّةِ	{iqotiSAdiy~_2	ٱِقْتِصادِيّـ2	adj	{iqotiSAdiy~	economic;economical	q.S.d	ق.ص.د	{ifotiEAliy~	ٱِفْتِعالِيّ	180144	544792	844886	1234737
waAlAijotimAEiy~api	وَالاِجْتِماعِيَّةِ	{ijotimAEiy~_1	ٱِجْتِماعِيّـ1	adj	{ijotimAEiy~	social	j.m.E	ج.م.ع	{ifotiEAliy~	ٱِفْتِعالِيّ	38276	293397	2198458	1234737
Aln~iqA$a	النِّقاشَ	niqA$_1	نِقاشـ1	noun	niqA$	debate;argument;controversy	n.q.$	ن.ق.ش	fiEAl	فِعال	3486	41853	128203	4333985
litaHoqiyqi	لِتَحْقِيقِ	taHoqiyq_1	تَحْقِيقـ1	noun	taHoqiyq	achievement;realization	H.q.q	ح.ق.ق	tafoEiyl	تَفْعِيل	51514	425493	1376849	6264512
Alt~anAsuqi	التَّناسُقِ	tanAsuq_1	تَناسُقـ1	noun	tanAsuq	order;symmetry;harmony	n.s.q	ن.س.ق	tafAEul	تَفاعُل	350	1255	135060	1065785
waAljanuwbi	وَالجَنُوبِ	januwb_1	جَنُوبـ1	noun	januwb	south	j.n.b	ج.ن.ب	faEuwl	فَعُول	11734	561040	1268103	651209
All~ajonapa	اللَّجْنَةَ	lajonap_1	لَجْنَةـ1	noun	lajon	council;committee;commission	l.j.n	ل.ج.ن	faEolap	فَعْلَة	31250	622099	622430	2411292
satajotamiEu	سَتَجْتَمِعُ	{ijotamaE_1	ٱِجْتَمَعـ1	verb	jotamiE	meet;confer	j.m.E	ج.م.ع	{ifotaEal	ٱِفْتَعَل	2964	89812	2198458	2156523
>uHorizahu	أُحْرِزَهُ	>aHoraz_1	أَحْرَزـ1	verb	Horiz	gain;win;preserve	H.r.z	ح.ر.ز	>afoEal	أَفْعَل	150	82145	86128	2460356
AlmujotamaEa	المُجْتَمَعَ	mujotamaE_1	مُجْتَمَعـ1	noun	mujotamaE	society	j.m.E	ج.م.ع	mufotaEal	مُفْتَعَل	15169	232469	2198458	943033
AlHukuwmiy~api	الحُكُومِيَّةِ	Hukuwmiy~_1	حُكُومِيّـ1	adj	Hukuwmiy~	governmental;state;official	H.k.m	ح.ك.م	fuEuwliy~	فُعُولِيّ	62949	168893	1923216	310684
waAlqiTAEi	وَالقِطاعِ	qiTAE_1	قِطاعـ1	noun	qiTAE	sector;section	q.T.E	ق.ط.ع	fiEAl	فِعال	8382	372518	678138	4333985
AlxAS~i	الخاصِّ	xAS~_1	خاصّـ1	adj	xAS~	special;specific	x.S.S	خ.ص.ص	fAE~	فاعّ	100556	533770	1220798	1827993
tanofiy*i	تَنْفِيذِ	tanofiy*_1	تَنْفِيذـ1	noun	tanofiy*	implementation;execution;carrying_out	n.f.*	ن.ف.ذ	tafoEiyl	تَفْعِيل	101092	290431	578215	6264512
AlEalAqapi	العَلاقَةِ	EalAqap_1	عَلاقَةـ1	noun	EalAq	connection;relation;link	E.l.q	ع.ل.ق	faEAlap	فَعالَة	43747	205705	657190	1521812
