word,wordfreq
handy,1
1873,1
manunugtog,1
blues,2
bride,3
isumisaki,1
2268,1
szmytowna,1
kitos,2
117,1
mered,1
galuyot,1
ormered,1
tfutzot,1
מרד,1
התפוצות,1
ipinatapon,2
nagkalat,2
cyrene,2
libya,1
cyprus,2
lumala,1
pagpaslang,1
rebeldeng,1
240,4
nasupil,1
pwersang,3
lehiyon,1
lusius,1
quietus,2
korupsiyon,1
business,3
tanay,1
caribbean,2
hilgang,1
venezuela,3
brazil,2
ecuador,1
peru,2
panama,2
drilon,1
oj,3
ou,2
macarena,1
meta,3
bosyo,1
teruteru,1
kazoku,1
sanchez,4
mira,3
cagayan,10
139,1
darkhan,1
uul,1
fermo,1
potala,1
monasteryo,2
tibet,11
dalai,5
lama,14
pagtakas,3
tahanang,2
exile,1
dharamsala,1
yangon,1
rangoon,1
myanmar,2
emory,1
boyd,2
1906,4
pisiko,3
tagapangasiwang,2
sung,4
mahmud,3
turkong,2
ottomano,2
محمود,1
ثانى,1
ı,1
sānī,1
1839,4
1808,1
topkapi,1
konstantinopla,1
abdulhamid,2
kapansin,4
masaklaw,2
repormang,2
pampangangasiwa,1
pampag,2
pinasimulan,3
tanzimat,1
reorganisasyon,1
abdülmecid,1
abdülaziz,1
negros,3
totalitaryanismo,1
dominasyon,1
ihalintulad,1
diktadoryal,1
autokratiko,1
heroes,1
newerth,1
ancients,1
yiwu,1
zhejiang,2
diosdado,1
peralta,1
shunsuke,2
nakamura,2
cauvin,3
calvin,4
calvino,1
1509,1
1564,2
protestante,5
teolohiyang,1
kalbinismo,1
repormadong,1
teolohiya,2
hinebra,4
tinanggihan,2
sibiko,1
bantog,10
parusang,1
servetus,1
chauvin,1
ioannes,1
calvinus,1
noyon,1
picardie,1
gérard,1
lefranc,1
1523,1
humanidades,1
1532,1
degri,2
duktor,5
orléans,2
1536,1
mapaalis,1
pastor,5
istrasburgo,1
1538,1
1541,1
magbalik,3
yichun,1
heilongjiang,1
kataoka,1
kazuma,26
kondou,1
inilustra,3
mangang,1
eureka,1
shōnen,4
ace,1
tokyopop,1
paglilisensiya,1
ipalabas,7
pinole,1
ve,4
dandan,1
955,2
combination,1
1018,1
has,4
949,1
106,2
lanka,5
socialist,2
ශ,1
ර,1
ල,1
ක,1
sinhala,2
இலங,1
க,1
tamil,2
ceylon,2
subkontinenteng,1
indiyan,1
sinhale,1
lankadeepa,1
sanskrit,4
kumikinang,1
simoundou,1
taprobane,1
tāmaraparnī,1
serendib,1
dweepa,1
selan,1
kolonisasyon,1
selon,1
ceilão,1
kalapitan,3
luha,1
affinity,1
472,1
bulgogi,2
pampalusog,1
karneng,5
maapoy,5
meat,3
kyung,2
padalahan,1
pera,9
remittance,1
money,2
transfer,1
padalang,1
kuhanin,1
pinadalhan,1
salaping,3
layuning,8
pinamamahalaan,3
tonight,4
scary,1
inawi,1
tni,1
clarete,1
himnastiks,5
atletiks,2
isports,3
itinuturo,3
instruksiyon,1
kalisteniko,1
palalusugan,1
atletiko,1
kalinisan,5
palatuntunan,2
pangkalamnan,1
pangmasel,2
nakatutulong,2
pagtaban,3
nakasasanhi,1
kaaya,2
ayang,2
pagkasanay,1
organiko,3
neuromuskular,1
intelektuwal,1
pangkalinangan,2
pangdamdamin,1
estetiko,1
karampatan,1
masigla,2
binibigyang,5
nakatuon,9
isinasakatuparan,1
establisamiyento,1
hitsura,5
wangis,6
pagkakaloob,3
pagpapainam,3
nakapagbibigay,6
umpisang,1
maghagis,1
makipagbuno,1
lumangoy,1
makaligtas,1
mamuhay,4
2500,1
eehersisyo,1
gresya,9
gampaning,2
palakasan,3
sinanay,3
ispartan,2
pakikipagbuno,1
paghahagis,3
malalakas,3
matitipunong,1
paglangoy,1
diskus,1
pagbubuno,1
kayumian,1
tugmaan,1
pakikipaglaro,1
atletang,1
pangsundalo,1
pagalingan,1
pakikipagtunggali,2
gladyador,1
karuwaheng,1
pandigma,5
dambel,1
kasabihang,3
juvenal,1
140,2
mens,1
corpore,1
sano,1
renasimyento,1
kabuoang,2
nakapagpaunlad,2
sweden,6
paglulunsad,2
sapilitan,1
matatanggihang,1
dalubhasaan,3
natatag,2
amherst,1
masatsusets,1
kurikulum,1
kaparaanang,2
asyanong,1
karate,2
judo,1
kōnosu,1
ah,7
everest,10
sinusukat,3
taas,14
tutok,2
nepal,9
palupo,1
inaakalang,3
tumataas,4
tulin,3
milimetro,2
sagarmatha,2
chomolungma,1
qomolangma,1
sansinukob,1
珠穆朗瑪峰,1
pinyin,3
zhūmùlǎngmǎ,1
fēng,2
聖母峰,1
shèngmǔ,1
waugh,2
surveyor,1
sarado,3
was,18
taught,1
respected,1
chief,2
predecessor,1
colonel,1
geo,2
assign,2
geographical,1
object,1
its,3
native,2
appellation,2
mountain,3
probably,1
any,4
discover,1
if,8
very,7
likely,1
ascertained,1
allowed,1
penetrate,1
meantime,1
privilege,1
duty,1
devolves,1
whereby,1
citizens,1
geographers,1
civilized,1
koronel,1
heograpikal,2
nandito,1
matiyak,3
tayo,2
mapahintulot,1
pribelehiyo,1
nakaatang,1
magtalaga,1
makikilala,2
heograpiko,1
sambahayanan,3
sibilisado,1
mont,1
mount,1
ev,1
er,2
est,1
apelido,1
eave,1
rest,1
people,9
daily,2
kinakalaban,1
pinagpipilitang,1
pinangalan,2
lambak,10
kathmandu,1
katanggap,3
tanggap,6
sherpa,1
chomolangma,1
pagkakaisa,5
2281,1
biela,1
nakakahawang,4
pulmonya,73
ubong,2
plema,8
giniginaw,1
nanginginig,1
kapos,2
paghinga,26
matalas,1
sinasaksak,1
dibdib,17
humihinga,1
matatanda,8
kitang,3
ubo,9
kahirapang,1
huminga,2
kabilangan,4
bahid,5
asul,6
nabawasang,3
pagkauhaw,1
kombulsyon,1
kamalayan,8
klasiko,5
nguni,12
klinika,2
pulmonyang,42
legionella,5
pagtatae,2
streptococcus,16
pneumoniae,17
kalawangin,1
laway,5
klebsiella,3
madugong,2
halaya,1
hemoptysis,1
bronchitis,1
mycoplasma,2
kulani,1
tainga,1
pumipitong,1
impeksiyong,8
parasitiko,4
agents,2
causative,1
agent,1
ihiwalay,1
maingat,2
inilalapat,3
paso,3
reaksyon,2
pamamagang,1
wastong,3
pneumonitis,4
infective,1
ebidendsiya,1
pagkilalang,2
salik,4
paninigarilyo,6
kabiguang,1
resistensiya,9
pagkagumon,2
gumagaling,3
nakakasagabal,1
atay,3
pampigil,2
asido,2
proton,1
pump,1
inhibitor,3
h2,1
blocker,1
katandaan,1
community,3
acquired,2
pneumonia,17
ihiniwalay,1
hiniwalay,2
haemophilus,6
influenzae,6
chlamydophila,1
staphylococcus,6
aureus,7
moraxella,2
catarrhalis,2
pneumophila,3
bacilli,1
drsp,1
methicillin,3
resistant,2
mrsa,2
oxygen,12
mycobacterium,3
tuberculosis,3
pinapataas,1
pagkakalantad,1
chlamydia,2
psittaci,1
bukid,3
coxiella,1
burnetti,1
cystic,1
fibrosis,1
pseudomonas,1
aeruginosa,1
paghinalaan,1
responsible,1
ikatlo,5
sangkot,2
rhinobirus,1
coronabirus,3
trangkaso,17
respiratory,6
syncytial,2
rsv,1
adenobirus,2
parainfluenza,2
herpes,2
simplex,2
magdulot,5
kanser,17
transplant,4
nasunog,6
cytomegalobirus,1
bakteryang,4
nangingibabaw,1
hantabirus,2
fungus,3
indibiduwal,4
huminang,1
aids,8
pampahina,2
histoplasma,1
capsulatum,1
blastomyces,1
cryptococcus,1
neoformans,1
pneumocystis,2
jiroveci,1
coccidioides,1
immitis,1
histoplasmosis,1
mississippi,2
basin,1
coccidioidomycosis,1
pagpigil,5
immunosuppression,1
makaapekto,1
toxoplasma,1
gondii,1
strongyloides,2
stercoralis,1
lumbricoides,1
plasmodium,1
malariae,1
pumapasok,6
pagkakadikit,1
paglanghap,3
insektong,1
nagdadala,4
paragonimus,1
westermani,1
nadadamay,1
humihikayat,1
eosinophilic,2
magresulta,3
malarya,2
pagkakasangkot,1
cytokine,4
induced,1
systemic,1
inflammation,1
tisiyu,3
diffuse,2
lung,2
disease,5
alveolar,1
damage,1
organizing,1
interstitial,7
lymphocytic,1
desquamative,1
bronchiolitis,2
pumupunta,3
ibabang,3
makarating,2
kontaminadong,3
ilong,5
patak,2
nalanghap,9
inaatake,1
alveoli,5
parenchyma,1
tigdas,25
pagsalakay,1
nuklear,1
pagpinsala,1
sinisira,1
paggana,3
lalamunan,3
natutulog,4
makahawa,1
nakakarating,1
kumalaw,1
salakayin,1
macrophage,1
neutrophil,3
depensibong,1
inaktibo,1
aktiba,1
panginginig,1
pagkapagod,1
likidong,6
daluyan,1
pinupuno,1
makumpirma,2
tinukoy,6
health,3
organization,2
obserbasyon,4
bumabang,3
sensitibo,3
marinig,3
langutngot,2
stethoscope,3
napakababang,2
vital,1
sign,4
pakikinig,2
nangangailangang,1
maospital,2
pulse,1
oximetry,1
sumusubaybay,1
radiography,1
serum,1
elektrolyte,1
reactive,1
inirerekomenda,12
magpakita,4
pagtibok,2
saturation,1
alsa,2
maaligasgas,1
namamagang,1
sabronchi,1
naririnig,1
pagkalantog,1
pagtapik,1
pataasin,1
alingawngaw,1
pleural,2
effusion,2
pleura,3
radiograph,3
imaging,1
mangailangan,3
pagkakaospital,3
kalubhaan,2
umaasa,4
presentasyon,3
lobar,3
bronchopneumonia,1
lobular,1
paninigas,4
matutuklasan,1
aspiration,7
bilateral,1
opacities,1
diperensiya,1
patse,2
radiology,1
ct,2
scan,2
nababago,2
naospital,3
ihi,8
antigen,2
pangontra,2
pagtuklas,3
polymerase,1
chain,2
reaction,9
pcr,1
natutukoy,1
kasong,5
mikrobyolohikal,1
nakakahawa,3
pulmonary,7
consolidation,1
malambot,3
ventilator,1
bronchial,1
bronchiole,1
acute,2
malubha,7
napakalubha,2
chronic,1
obstructive,1
copd,2
hika,2
edema,2
bronchiectasis,2
paglapad,2
bronchi,2
emboli,2
pagbara,2
arterya,2
sumisipol,1
elektrokardyogram,1
mababawasan,3
pagkabata,2
600,3
pagkontrol,4
prevention,1
cdc,1
bawa,3
binabawasan,5
amantadine,3
rimantadine,3
zanamivir,2
oseltamivir,3
tumangging,1
suportahan,4
invasive,3
pneumococcal,1
pneumococcus,2
nariyan,1
nagpoprotektang,1
pertussis,1
tuluy,2
varicella,6
pagbawas,2
pagluluto,3
mabisang,5
surgical,1
hiv,10
diabetes,1
mellitus,1
pagpapasuso,2
cd4,1
litro,1
antibiyotiko,16
trimethoprim,1
sulfamethoxazole,1
trachomatis,1
paghigop,1
meconium,1
amniotic,1
fluid,5
natuklasang,1
pababain,1
iniinom,5
analgesic,1
bubuti,1
kailanganin,2
pagkakaospitalhabang,1
ipinapasok,2
curb,1
score,1
pamamalagi,2
pagpapaospital,1
masopital,1
chest,1
physiotherapy,1
natukoy,5
ventilation,1
bentilasyon,2
intensive,1
bilhin,2
reseta,2
napatunayang,3
mucolytics,1
panunaw,2
pinapabuti,1
kinahinatnan,2
empiric,1
amoxicillin,3
pipiliin,2
doxycycline,2
clarithromycin,1
alternatibo,3
macrolide,1
azithromycin,1
erythromycin,1
pipiliing,1
mamamalagi,1
katamtaman,1
fluoroquinolones,1
pampatay,1
hinihikayat,1
kapakinabangan,1
dumadaming,1
kasing,5
bisa,15
cephalosporins,2
carbapenem,1
fluoroquinolone,1
aminoglycoside,2
atvancomycin,1
antibiyotikong,2
magkasama,4
ginamot,1
bumubuti,1
inisyal,3
neuraminidase,1
gamutin,5
sars,1
peramivir,1
sisimulan,1
h5n1,1
avian,1
bird,1
flu,1
imposibleng,3
thoracic,1
ginagamot,4
pinaghihinalaang,1
opsyon,1
clindamycin,1
magkasamang,3
beta,3
lactam,2
metronidazole,1
malutas,1
masidhing,3
komplikasyoon,1
empyema,5
cavity,2
obliterans,1
pagkakagasgas,1
distress,2
umalsa,1
sepsis,2
paghula,1
mahulaan,2
kahihinatnan,2
pagpapasiya,2
ipon,2
pumapaligid,2
maiimpekisyon,1
parapneumonic,1
hiringgilya,1
thoracentesis,1
magpapakita,1
drainage,1
cathater,1
pangkuha,1
maaalis,1
naimpeksiyong,2
mikrobyo,1
nalulutas,2
radiologist,1
pagdudulot,1
ards,1
pinagsamang,6
napupuno,2
malubahng,1
hyposplenism,1
lapay,1
myocardial,1
infarction,1
embolism,1
bara,2
infections,1
daly,1
who2004,1
svg,3
thumb,3
225px,1
alt,1
africa,4
orange,4
parts,1
south,14
america,7
yellow,3
trachea,1
taun,4
pinakamalaki,5
75,5
pangwalong,1
151,2
nagresulta,5
95,3
pinakamabigat,1
pasan,4
teorya,2
460,4
370,1
peripneumonia,1
pleuritic,1
affections,1
hihinga,1
nangingitim,1
ngitim,1
mabula,1
mapula,1
sukdulan,1
lampas,2
pinurga,1
masama,16
dyspnoea,1
kahirapa,1
masangsang,1
pawis,2
pigil,1
kumokontrol,2
sinauna,3
iniulat,9
pagtanggal,2
oopera,3
naobserbahan,1
maimonides,2
1135,2
1204,2
tagiliran,4
ages,1
19na,1
edwin,3
klebs,1
nakaobserba,1
friedländer,2
albert,3
fränkel,1
1884,3
stain,2
laboratoryo,3
mauri,1
kaibhan,1
mikroorganismo,3
osler,2
pagkabalda,1
1918,4
nalampasan,1
bunyan,1
pagkonsumo,1
subali,1
1900s,1
nagpabuti,1
penicillin,1
intensibong,1
type,3
pansing,1
sastreptococcus,1
idineklara,3
aksyon,1
nagmamalasakit,1
tagagawa,6
pandaigidigang,1
pangkabuhayang,2
pulmunia,1
pulmuniya,1
respiratoryo,1
bulbo,1
bumbilya,1
alveolus,1
oksiheno,7
pluwido,15
makasipsip,1
punggus,1
pinsalang,2
abuso,1
alkohol,7
umuubo,1
nararamdamang,1
hapdi,1
paglulunas,3
naaayon,1
inplamasyon,1
nakakaimpeksiyon,1
konsolidasyon,1
pulmonaryo,1
konsolidasyong,1
pambaga,1
ikinaklasipika,1
aspirasyon,1
bentilador,1
iklasipika,2
panglobo,1
bronkiyal,1
interstisyal,1
nagsasanhing,1
makapagdagdag,1
grabe,2
napakagrabe,1
bibliyograpiya,1
sumisip,1
698,1
pluwidodinamika,1
dynamics,2
fluidodinámica,1
humaharap,4
buhos,2
gas,3
inhinyero,2
pangmatematika,2
unawa,2
pagpapalipad,1
aeronotika,1
taya,1
meteorolohiya,1
magamit,8
dinamiks,7
maunawaan,4
weather,2
ulap,3
lusaw,2
matalos,1
nakakalipad,1
nakapaglalayag,1
barko,34
submarino,16
pangmatika,1
huwaran,1
intindi,1
maimomodelo,1
magaya,1
computational,1
cfd,1
komputasyunal,1
pangkomputasyon,1
konserbasyon,3
momentum,1
ronda,2
deemed,1
unreplaceable,1
administrator,2
upon,2
review,3
administrators,2
should,2
description,1
page,9
they,5
deem,1
dwayne,8
jarrett,7
kapanganakan11,1
brunswick,7
isangwide,1
receiver,7
panthers,4
wayne,8
sanew,1
northeast,1
offensive,3
mvp,2
pick,2
wideout,1
defensive,1
back,4
jarret,13
touchdowns,7
secondarya,1
natalang,1
tulungan,3
kampeonto,1
punt,1
returns,2
yard,2
return,1
naglaro,3
sekondarya,4
nagunguna,2
receptions,4
usc,13
pagtala,2
216,2
conference,3
pinunan,1
williams,3
wide,8
reciever,3
trojans,4
sa8,1
passes,1
849,1
yards,7
catches,4
oklahoma,1
fedex,1
bowl,6
tagasuporta,2
paborito,1
leinart,4
maaalala,1
clutch,1
grab,1
notre,3
fourth,2
pasa,1
naitakbo,1
ipanalo,1
push,1
quarterback,3
sneak,1
121,1
touchdown,1
longhorns,1
pinagpilian,1
biletnikoff,2
list,5
football,4
kanyag,1
tangkad,1
pagsalo,1
nakakabiglang,1
liksi,1
receivers,2
maraqmi,1
opensa,1
running,1
reggie,2
lendale,1
playboy,1
panandalian,2
pinagbawalang,1
maglaro,3
pakikitira,1
ncaa,1
nakapaglaro,1
injuries,1
makapaglaro,1
kompetisyon,3
napangalanan,2
rivals,2
pac,3
coaches,2
second,3
walter,1
camp,2
napabilang,1
finalists,1
203,1
receiving,1
michigan,1
tinapos,4
leading,1
79,1
katumbasng,1
015,1
inasahan,1
round,7
nfl,4
inamin,2
luhaang,1
definitely,1
doing,1
because,3
fortunate,1
kid,3
growing,1
2nd,1
overall,1
sinapantaha,1
mapipili,1
dash,1
pagkumpara,1
kakamping,1
makumpara,1
pro,4
wr,1
keyshawn,1
kinokonsiderang,1
possession,2
pinakawalan,6
nakapglaro,1
coincidently,1
had,5
initially,2
stated,1
would,5
served,2
staying,1
extra,1
entering,1
poder,1
tiyo,2
nakikipaglaro,1
sumalo,1
footballna,1
iakalawang,1
nakitira,1
desmond,4
belton,1
idaho,1
pinanganak,7
pagtrato,1
aniya,1
down,1
recruit,1
talked,1
everything,1
think,4
intelligent,1
their,4
kind,1
insult,1
always,1
grudge,1
against,1
them,2
steve,7
smith,6
giants,2
tenure,1
played,3
alongside,1
playing,1
being,3
drafted,1
teammates,1
phil,2
silvers,1
pridyeder,1
kamiichi,1
toyama,3
albinismo,2
albus,1
konhenital,1
hipopigmentasyon,1
hipopigmentaryo,1
albino,2
sarka,1
zarco,1
amphibian,2
maputing,1
hipomelanismo,1
hipomelanosis,1
hypomelanism,1
hypomelanosis,1
amenalismo,1
amelanosis,2
amelanism,1
melanin,1
kamaliang,3
namamanang,1
recessive,1
trait,1
pandiwang,4
albinistiko,1
albinoid,1
albinoyd,1
albiniko,1
batad,1
sorghum,1
damo,5
pinapalaki,1
binubungkal,1
maiinit,1
subtropikal,3
oseania,1
australasya,1
isbisa,1
toyohashi,1
gangwon,1
harbor,2
mukho,1
yeongdong,1
expressway,1
nagdaramihang,1
yungib,1
katabing,3
samcheok,1
partikulong,4
pion,11
pinaikling,5
pi,2
meson,6
subatomikong,1
partikulo,11
nukleyar,14
ikot,2
henerasyong,1
quark,11
babang,4
antipartikulo,2
kargang,5
quantum,12
superposisyong,1
pinakamababang,4
superposisyon,1
triplet,1
isospin,3
karga,1
iz,1
masang,2
mean,3
nabubulok,2
modo,2
na0,2
999877,1
leptonikong,1
muon,2
neutrino,1
epektong,4
helisidad,1
pagsupil,1
isinaalang,1
minus,1
axial,1
kaliwang,3
lagrangian,1
unibersalidad,1
lepton,1
rasyong,1
leptoniko,2
napagmasdan,1
radiatibong,1
98798,1
photon,2
gamma,1
inexact,1
due,1
zero,1
masses,1
loving,1
thousand,1
malikiyah,1
adan,26
eba,14
abrahamiko,2
talmud,1
apocalipsis,3
satanas,3
testamento,3
alpabeto,3
sirach,1
lilith,3
adam,3
א,3
ד,3
آدم,1
biblikal,1
indibdiwal,1
naniniwalang,16
cananeo,3
iniugnay,1
trilateral,1
adm,1
pangkahalatang,2
semitiko,1
sh,2
pinatutunayan,2
adamu,1
yahweh,7
alabok,2
elohim,3
eve,1
ח,1
ו,1
ה,1
ḥawwāh,1
israeling,1
khavah,1
arabic,1
حواء,1
ܚܘܐ,1
tigrinya,1
ሕይዋን,1
hiywan,1
hiningahan,1
halamanan,12
eden,6
dakong,1
pinatubo,1
punongkahoy,5
masasarap,1
mabuti,12
dumidilig,1
sanga,6
tawagi,1
pishon,1
havila,1
lantay,1
bedelio,1
onise,1
gihon,1
etiopia,1
tigris,1
asiria,1
euphrates,2
pagyamanin,1
pangalagaan,3
makakain,1
bungangkahoy,3
kakainin,2
mamamatay,5
makakasama,2
ipaubaya,1
nagkakabinhi,2
namumunga,3
ikaanim,4
pinagmasdan,1
pinagpala,1
nagpahinga,1
likhain,5
manuskrito,1
kapitulo,3
bersikulo,2
tumutubong,1
nagpapaulan,1
nagsasakang,1
nababagay,2
pinatulog,1
nahihimbing,1
tadyang,5
pinaghilom,1
tapat,2
niyon,4
kayong,1
kakain,3
sumagot,2
naming,3
hihipuin,1
makakaunawa,1
malalaman,2
napakaganda,1
palagay,1
masarap,3
naisip,5
kahanga,3
hanga,3
pumitas,2
nalamang,1
hubad,5
igos,1
pinagtahi,1
tahi,1
panakip,1
dapit,1
narinig,3
naglalakad,1
nagtago,2
natakot,1
nagtanong,3
maysabi,1
ipinagbabawal,3
pinakain,1
babaing,1
nilinlang,1
natuksong,1
eva,1
itinawag,1
iginawa,1
pinalayas,3
magbungkal,1
sanggunian,5
inedit,1
editor,9
magkasalungat,4
independiyente,1
4a,2
pinagkunang,1
saserdote,10
4b,1
jahwist,2
elohist,1
westerman,1
nasisigurong,1
literaryo,1
hardin,6
mesopotamiano,2
maliiit,1
turkey,4
kuwait,1
napakaimpluwensiyal,1
sumakop,3
587,1
asiryologong,1
1840,2
1876,2
silindrong,1
selyo,2
pigurang,3
2200,1
pagkahulog,1
nakaimpluwensiya,2
pinaniniwalang,2
3500,1
tepe,1
gawra,1
nakayuko,1
parsiyal,6
mitong,4
sumerian,1
nagkukulang,2
paraisong,3
dilmun,1
sariwang,7
enki,8
utu,1
magdala,1
diligan,1
ninhursag,6
isinalaysay,2
nagsanhi,1
nagnais,1
sugo,8
isimud,1
naghayag,1
sumpang,2
ennki,1
walo,4
nasiphayo,1
enlil,2
hinikayat,2
nagpagaling,3
mangasiwa,2
ninti,1
epiko,8
gilgamesh,10
uugat,2
nakakalipas,1
babilonian,3
1800,2
pagkakatugma,2
arko,4
noe,2
inaayunan,2
tabletang,1
huluppu,1
saling,3
akkadiano,2
tirhan,1
ereshkigal,1
mundong,13
kalalimang,1
matubig,1
itinanim,2
hinipan,2
tinangay,2
inanna,6
inuwi,1
inalagaan,1
umaasang,1
kama,3
napigilan,1
zû,1
pugad,5
sikil,2
lil,3
ke,2
palakol,1
sumindak,1
kinalag,1
pinutol,1
pukku,1
mikku,1
korona,3
adapa,13
pantas,1
eridu,1
pinakalooba,1
karungunan,1
hanggan,12
nangingisda,1
umihip,1
tumapon,1
karagatan,8
binali,2
pagihip,1
umiihip,1
ipinatawag,2
pinagbihis,1
pagdadalamhati,2
nagpayo,1
ningishzida,2
binalaan,1
ihahain,2
isuot,1
kasuotang,2
ipahid,1
sinunod,2
namagitan,1
pinabalik,2
tinangkang,2
pagkasunduin,1
midrash,1
rabbah,1
pagsasabing,2
hermaphrodite,1
rabbi,3
maipapaliwanag,2
pinakahulugan,4
tarsus,1
pahayag,28
interpretasyong,1
aktuwal,4
kreasyonista,1
konserbatibong,2
nagtataguyod,1
australiyanong,1
pell,1
sopistikadong,2
myth,1
pagdurusa,11
ebanghelikal,1
sasalungat,2
henomiko,1
papakahulugang,1
primitibong,1
hominid,5
nagebolb,1
primitibo,2
attack,1
angela,1
rita,5
118,1
797,1
mikako,1
ichikawa,2
elionor,1
pillas,1
pagtatambal,2
rosales,1
rogelio,1
lambingan,1
naval,4
nirarahuyo,1
rubio,1
dvorec,1
euarchonta,6
grandorder,1
dermoptera,4
colugo,1
scandentia,3
treeshrews,1
ekstinkst,1
plesiadapiformes,1
primado,4
nagmungkahing,1
morpolohiyang,1
archonta,1
chrioptera,1
sekwensiyang,2
murphy,2
et,4
sumusuporta,5
iimbestiga,2
mitokondriyal,1
arnason,1
retrotransposon,1
presence,3
absence,1
angkin,2
kriegs,1
interpratasyo,1
nng,1
klado,3
mirorder,1
primatomorpha,1
sundatheria,1
magkakasamang,1
glire,1
euarchontoglires,1
kladong,1
eutheria,1
ricardo,1
silverio,1
dolphin,1
lutong,7
nanggagaling,3
agrikultura,4
laog,1
mantsurya,1
nakakaiba,1
makabuluhang,2
panrehiyong,1
pangrehiyon,5
ibat,3
kapamilya,2
trudisyunal,1
mararaming,1
ulam,4
banchan,1
kimchi,1
3110,1
hudjefa,1
cartouch,1
pseudonym,1
manetho,1
nagsaaad,1
ehiptologo,1
pagpapalabis,1
sulawesi,8
celebes,2
selebes,1
panglima,1
sunda,2
greater,2
timor,1
gorontalo,1
takanori,1
nishikawa,1
germelina,1
terunosuke,1
takezai,1
agri,1
annie,1
isernia,3
protect,1
tsa,9
saa,1
茶,1
chá,1
inumin,3
茶花,2
cháhuā,1
camellia,1
sinensis,1
lunting,3
oolong,2
pagpiprito,1
ibinibilot,1
pinatutuyo,2
iprito,1
paglalanta,1
ginagasgas,1
pinapaasim,1
isinasailalim,1
permentasyon,4
tsaang,2
pagpapaasim,1
yerba,3
pampasigla,1
estimulante,1
astringhente,2
dihestiyon,1
nakababawas,3
sikmura,2
plorina,1
nagagamit,8
panggamot,1
kagat,2
pagdurugo,3
nakapagpapasigla,1
imyuno,1
pu,3
erh,1
pagpapababa,1
kolesterol,1
mamamantikang,1
nakapagpapababa,2
arteryal,1
tanino,1
sn,1
senegal,2
perseus,26
demi,1
mycenae,4
perseid,3
katapangang,1
pagtalo,2
pagtatag,5
olimpio,1
gorgon,1
nagligtas,1
andromeda,19
poseidon,1
cassiopeia,1
nagdedeklarang,1
nereid,1
zeus,5
danaë,3
acrisius,4
pagkasiphayo,1
kinonsulta,1
orakulo,2
delphi,2
nagbabala,1
mapapatay,1
ikinulong,1
kamarang,1
bronse,1
patyo,1
pagpapaligo,1
binuntis,1
eurymedon,1
takot,8
galitin,1
inihagis,1
danae,2
kahong,1
natangay,1
seriphos,1
mangingisdang,1
dictys,2
nagpalaki,3
polydectes,4
ligawan,1
panggulo,1
ibalik,2
athena,3
hermes,2
pinakintab,1
kalasag,3
tinulungang,1
graeae,1
pugutan,1
isinara,1
napaibig,1
nagbabayad,1
kayabangan,1
pagkalantad,1
mapapakasalan,1
umuwi,2
gantimapla,1
tumigas,3
makapangyarihang,5
sandata,3
isuko,1
larissa,1
makipagtunggali,1
aksidenteng,3
lolong,1
discus,1
tumutupad,1
propesiya,1
hula,2
angkinin,2
nabagabag,1
paghaharing,1
tiryns,2
megapenthes,3
makipagpalitan,1
argolis,1
peloponnese,1
proteus,1
imortal,7
konstelasyong,2
inapo,1
andromedang,1
perses,1
pagligong,1
heracles,1
vinci,1
tuscany,1
florence,2
chieko,1
shiratori,1
ic,1
inday,1
badiday,1
hetaerae,2
hetairai,1
kortesana,1
kinakasama,1
kalaguyong,1
kinakapiling,1
patutot,1
pangmaramihang,1
hetaera,2
hetaira,2
hetairos,1
hetairoi,1
1820,2
madrid,2
066,1
862,1
namegawa,1
2880,1
nihondaira,1
heograpikong,3
bulgaria,1
550,5
kuadrado,1
nakakahoy,1
haemus,1
chersónēsos,1
tou,1
haímou,1
tuvalu,1
lucca,1
kazami,1
karerista,2
formula,2
prix,2
komputers,1
navigation,1
asurada,1
matalinong,2
cybernavigation,1
10th,1
barack,2
hussein,3
obama,9
illinois,2
pagkapangulo,4
mccain,1
panunungkulan,8
tanghali,2
inauguration,1
ceremony,1
hukom,12
roberts,4
nangasiwa,3
panunumpa,5
inulit,2
nakalagay,1
nanumpa,1
nasagawa,1
columbia,11
harvard,2
law,6
pampamayanan,1
pangkarapatang,1
makakakonstitusyon,1
chicago,2
hangaring,1
makaupo,1
pangangampanya,2
primarya,1
kumbensiyon,5
bahagdang,1
minoridad,2
109,1
lehislasyon,1
sandatang,1
kumbensiyonal,2
responsibilidad,6
110,3
pagla,1
lobby,1
katiwalian,1
terorismong,2
nakabalik,3
nanomina,1
joe,2
biden,1
tumatakbong,2
pagkapangalawang,1
yeob,1
pe,3
ebreo,6
פ,2
fe,1
arabo,5
ف,1
fā,1
abyad,1
uchi,1
oideyo,1
dommartin,1
metodistang,3
methodist,1
1898,7
metodista,2
areang,10
episkopal,6
episikopal,1
sinasakupan,1
at3,1
at5,1
kabisayaan,7
taunan,1
anwal,1
kumperensiya,2
hurisdiksyunal,1
duzce,1
2124,1
nissen,1
traveled,1
many,5
moonless,1
cold,2
weary,1
inside,1
done,1
holy,5
father,5
come,2
chosen,1
carry,1
prayer,3
frightened,1
bear,1
path,1
breath,13
hold,4
near,3
lighten,3
darkness,3
pour,3
holiness,3
wiser,1
place,1
offer,1
amfor,1
mercy,1
plan,2
help,4
strong,1
temporary,1
restraining,1
tro,1
kagyat,2
ipatigil,1
kapinsalaan,2
perhuwisyo,1
